-1.217227	-84.603291	-7.217227	-84.603291
1.082773	-209.603291	73.082773	-84.603291
81.382773	-209.603291	120.382773	-84.603291
-130.217227	-205.603291	-130.217227	38.396709
-2.917227	-205.603291	-2.917227	38.396709
77.382773	-205.603291	77.382773	38.396709
124.582773	-205.603291	124.582773	38.396709
-126.217227	-82.603291	-7.217227	42.396709
1.082773	-82.603291	73.082773	42.396709
81.382773	-82.603291	120.382773	42.396709
-130.217227	-78.603291	-130.217227	165.396709
-2.917227	-78.603291	-2.917227	165.396709
124.582773	-78.603291	124.582773	165.396709
-126.217227	44.796709	-7.217227	169.796709
1.082773	44.796709	120.082773	169.796709
124.582773	-86.603291	120.382773	42.396709
124.582773	-86.603291	124.582773	46.396709
120.382773	-82.603291	124.582773	46.396709
73.082773	-209.603291	81.382773	-84.603291
73.082773	-209.603291	77.382773	-80.603291
81.382773	-209.603291	77.382773	-80.603291
120.382773	-209.603291	124.582773	-80.603291
-2.917227	-86.603291	-7.217227	42.396709
-2.917227	-86.603291	1.082773	42.396709
-2.917227	-86.603291	-2.917227	46.396709
-7.217227	-82.603291	1.082773	42.396709
-7.217227	-82.603291	-2.917227	46.396709
1.082773	-82.603291	-2.917227	46.396709
77.382773	-86.603291	73.082773	42.396709
77.382773	-86.603291	81.382773	42.396709
73.082773	-82.603291	81.382773	42.396709
-130.217227	40.396709	-126.217227	169.796709
-2.917227	40.396709	-7.217227	169.796709
-2.917227	40.396709	1.082773	169.796709
-7.217227	44.796709	1.082773	169.796709
-126.217227	-209.603291	-130.217227	-80.603291
124.582773	40.396709	120.082773	169.796709
-7.217227	-209.603291	1.082773	-84.603291
-7.217227	-209.603291	-2.917227	-80.603291
1.082773	-209.603291	-2.917227	-80.603291
-130.217227	-86.603291	-126.217227	42.396709
-130.217227	-86.603291	-130.217227	46.396709
-126.217227	-82.603291	-130.217227	46.396709
