1	0.040239
2	0.038769
3	0.036445
4	0.034953
5	0.033869
6	0.033260
7	0.032349
8	0.031586
9	0.031090
10	0.030732
11	0.030765
12	0.030480
13	0.029943
14	0.028765
15	0.028965
16	0.030341
17	0.030888
18	0.029951
19	0.027551
20	0.026011
21	0.025391
22	0.024297
23	0.022974
24	0.022030
25	0.020851
26	0.019329
27	0.018346
28	0.017283
29	0.016425
30	0.016419
31	0.017588
32	0.019646
33	0.021824
34	0.024697
35	0.027642
36	0.029122
37	0.029802
38	0.028962
39	0.028375
40	0.027404
41	0.025991
42	0.025192
43	0.024533
44	0.024387
45	0.023839
46	0.023710
47	0.023211
48	0.022285
49	0.022347
50	0.023763
51	0.026199
52	0.028532
53	0.032582
54	0.039001
55	0.046235
56	0.056200
57	0.067305
58	0.079619
59	0.096480
60	0.118698
61	0.152261
62	0.208422
63	0.299080
64	0.427589
65	0.485555
66	0.358612
67	0.204230
68	0.129700
69	0.047585
70	0.022374
71	0.010279
72	0.248050
73	0.285068
74	0.410152
75	0.484671
76	0.399249
77	0.264721
78	0.241971
79	0.344364
80	0.456649
81	0.461986
82	0.330765
83	0.194746
84	0.105472
85	0.086309
86	0.073948
87	0.064148
88	0.055384
89	0.050996
90	0.041802
91	0.033977
92	0.026483
93	0.021271
94	0.016691
95	0.012556
1	0.433811
2	0.386503
3	0.465617
4	0.473381
5	0.385204
6	0.278344
7	0.186587
8	0.119226
9	0.073718
10	0.044094
11	0.024903
12	0.016559
13	0.013488
14	0.368979
15	0.465150
16	0.463899
17	0.370369
18	0.458573
19	0.480340
20	0.409252
21	0.295442
22	0.199048
23	0.126845
24	0.078025
25	0.045321
26	0.030814
27	0.029852
28	0.029286
29	0.029377
30	0.029186
31	0.028691
32	0.027628
33	0.026956
34	0.025005
35	0.022430
36	0.021015
37	0.020182
38	0.018901
39	0.017530
40	0.016221
41	0.013702
42	0.050717
43	0.038827
44	0.029168
45	0.020990
46	0.014653
47	0.040834
48	0.042449
49	0.045312
50	0.047693
51	0.049831
52	0.051882
53	0.051599
54	0.053660
55	0.057403
56	0.059069
57	0.057725
58	0.054010
59	0.052408
60	0.052564
61	0.051990
62	0.051975
63	0.053202
64	0.054640
65	0.058924
66	0.066848
67	0.079082
68	0.098915
69	0.127050
70	0.158796
71	0.199042
72	0.251238
73	0.308281
74	0.373332
75	0.435088
76	0.477152
77	0.488559
78	0.460257
79	0.423462
80	0.354133
81	0.274202
82	0.197006
83	0.138687
84	0.095512
85	0.067404
86	0.046257
87	0.031880
88	0.023250
89	0.019310
90	0.014399
91	0.054464
92	0.039612
93	0.027589
94	0.019338
95	0.016666
96	0.014094
97	0.431772
98	0.394434
99	0.472002
100	0.470173
101	0.386314
102	0.279388
103	0.185713
104	0.117397
105	0.071515
106	0.041916
107	0.023817
108	0.015332
109	0.012323
110	0.006178
111	0.246730
112	0.284475
113	0.410366
114	0.484580
115	0.396349
116	0.261519
117	0.267650
118	0.387520
119	0.479451
120	0.397173
121	0.241658
122	0.130491
123	0.065432
124	0.036691
125	0.028015
126	0.021546
127	0.016054
128	0.011264
129	0.332501
130	0.420131
131	0.484959
132	0.414625
133	0.336749
134	0.269728
135	0.213137
136	0.168249
137	0.129064
138	0.095232
139	0.069617
140	0.048777
141	0.037469
142	0.048566
143	0.067150
144	0.097438
145	0.139151
146	0.193104
147	0.270547
148	0.364967
149	0.447833
150	0.480306
151	0.449512
152	0.378632
153	0.295759
154	0.228593
155	0.172720
156	0.127942
157	0.092694
158	0.067747
159	0.048058
160	0.031572
162	0.397961
163	0.467984
164	0.483440
165	0.464028
166	0.389366
167	0.294577
168	0.204015
169	0.129983
170	0.079085
171	0.046764
172	0.027034
173	0.015108
174	0.008031
175	0.303420
176	0.235383
177	0.308422
178	0.433474
179	0.479835
180	0.370896
181	0.239632
182	0.262037
183	0.343320
184	0.438331
185	0.479536
186	0.403079
187	0.282966
188	0.244905
189	0.265493
190	0.277498
191	0.272883
192	0.252748
193	0.235159
194	0.220137
195	0.195180
196	0.165104
197	0.145158
198	0.134896
199	0.130460
200	0.124195
201	0.120445
202	0.116762
203	0.107724
204	0.096214
205	0.086814
206	0.076639
207	0.068717
208	0.058908
209	0.051505
210	0.039864
211	0.030792
212	0.022728
213	0.015891
214	0.011002
215	0.172347
216	0.173373
217	0.179930
218	0.193545
219	0.212383
220	0.223173
221	0.230830
222	0.245746
223	0.265840
224	0.282660
225	0.303834
226	0.323249
227	0.338721
228	0.360932
229	0.385625
230	0.416522
231	0.441608
232	0.454304
233	0.456173
234	0.459931
235	0.470590
236	0.477612
237	0.485743
238	0.488569
239	0.489290
240	0.485680
241	0.470125
242	0.447427
243	0.418790
244	0.390103
245	0.365830
246	0.322633
247	0.292398
248	0.238258
249	0.172931
250	0.129642
251	0.099394
252	0.080718
253	0.062798
254	0.047373
255	0.033233
256	0.023073
257	0.014116
258	0.393253
259	0.316855
260	0.299177
261	0.417906
262	0.484492
263	0.399988
264	0.268281
265	0.296853
266	0.396206
267	0.471308
268	0.458750
269	0.354605
270	0.238147
271	0.145056
272	0.143770
273	0.148892
274	0.156308
275	0.161391
276	0.165970
277	0.167790
278	0.172195
279	0.168191
280	0.155780
281	0.140784
282	0.131403
283	0.126295
284	0.118219
285	0.105789
286	0.088298
287	0.069085
288	0.054651
289	0.043658
290	0.032942
291	0.023891
292	0.017489
293	0.012735
294	0.027114
295	0.019700
296	0.014152
297	0.024819
298	0.024388
299	0.022974
300	0.020860
301	0.018891
302	0.016733
303	0.015048
304	0.013130
305	0.381311
306	0.265736
307	0.307219
308	0.391509
309	0.458393
310	0.483527
311	0.445436
312	0.352476
313	0.264415
314	0.243718
315	0.262963
316	0.270950
317	0.266446
318	0.254932
319	0.252565
320	0.264281
321	0.294037
322	0.347446
323	0.412910
324	0.465587
325	0.478456
326	0.446772
327	0.412439
328	0.382694
329	0.337954
330	0.282228
331	0.220894
332	0.182705
333	0.139187
334	0.107940
335	0.085449
336	0.068582
337	0.053674
338	0.045736
339	0.036122
340	0.029620
341	0.022620
342	0.017972
344	0.472921
345	0.410667
346	0.323645
347	0.240153
348	0.173754
349	0.123139
350	0.084744
351	0.055774
352	0.030515
353	0.018389
354	0.015599
355	0.016274
356	0.017006
357	0.018721
358	0.022274
359	0.028835
360	0.038974
361	0.052541
362	0.072100
363	0.102286
364	0.142125
365	0.190230
366	0.252680
367	0.337626
368	0.418915
369	0.466758
370	0.477199
371	0.450889
372	0.398311
373	0.327231
374	0.265039
375	0.197636
376	0.152774
377	0.086690
378	0.061663
379	0.035523
381	0.393902
382	0.308120
383	0.226325
384	0.158049
385	0.109038
386	0.074040
387	0.048678
388	0.031959
389	0.021392
390	0.014471
391	0.254444
392	0.320372
393	0.391941
394	0.460177
395	0.475724
396	0.398360
397	0.292716
398	0.195798
399	0.120210
400	0.069812
401	0.037922
402	0.018707
403	0.009114
404	0.434711
405	0.475950
406	0.452097
407	0.455874
408	0.483339
409	0.430535
410	0.335630
411	0.240610
412	0.164138
413	0.106058
414	0.064546
415	0.039387
416	0.040427
417	0.049014
418	0.065459
419	0.096385
420	0.149765
421	0.246569
422	0.390343
423	0.476425
424	0.319557
425	0.158882
426	0.078305
427	0.040531
428	0.020272
429	0.009928
430	0.442742
431	0.475094
432	0.485323
433	0.462508
434	0.407801
435	0.345224
436	0.313295
437	0.436111
438	0.479892
439	0.375125
440	0.403082
441	0.483688
442	0.415122
443	0.279891
444	0.171047
445	0.101708
446	0.058773
447	0.032035
448	0.023200
449	0.021129
450	0.018433
451	0.016324
452	0.014200
453	0.461791
454	0.404942
455	0.425423
456	0.484544
457	0.415197
458	0.412442
459	0.480354
460	0.449598
461	0.349791
462	0.245757
463	0.157119
464	0.092549
465	0.051017
466	0.026565
467	0.013298
468	0.255357
469	0.271244
470	0.394410
471	0.483701
472	0.417131
473	0.282616
474	0.223149
475	0.263414
476	0.345984
477	0.411331
478	0.479023
479	0.404875
480	0.348891
481	0.367345
482	0.393651
483	0.411701
484	0.433401
485	0.442037
486	0.456221
487	0.462942
488	0.461732
489	0.462663
490	0.460396
491	0.453354
492	0.449780
493	0.445321
494	0.437332
495	0.436497
496	0.444591
497	0.449023
498	0.445725
499	0.437478
500	0.431078
501	0.425251
502	0.418413
503	0.409372
504	0.401255
505	0.392061
506	0.379416
507	0.367191
508	0.350211
509	0.319451
510	0.301187
511	0.281695
512	0.258253
513	0.246990
514	0.227331
515	0.215616
516	0.207458
517	0.202960
518	0.196909
519	0.190977
520	0.184747
521	0.176054
522	0.163879
523	0.149064
524	0.129827
525	0.110336
