1	0.331728
2	0.420543
3	0.484900
4	0.405764
5	0.316098
6	0.242006
7	0.184181
8	0.140109
9	0.105705
10	0.079257
11	0.057331
12	0.040960
13	0.030389
14	0.036899
15	0.046546
16	0.060197
17	0.077645
18	0.105821
19	0.155409
20	0.242833
21	0.381267
22	0.479616
23	0.431435
24	0.307153
25	0.195652
26	0.119770
27	0.074999
28	0.055759
29	0.040881
30	0.029443
31	0.021207
32	0.015254
34	0.481514
35	0.477820
36	0.479055
37	0.414615
38	0.312132
39	0.214849
40	0.143708
41	0.094932
42	0.061146
43	0.038269
44	0.023339
45	0.014098
46	0.059282
47	0.044614
48	0.032140
49	0.024188
50	0.023761
51	0.023905
52	0.023834
53	0.024125
54	0.024052
55	0.023581
56	0.023533
57	0.022217
58	0.020193
59	0.018463
60	0.016080
61	0.013280
62	0.172376
63	0.173438
64	0.176567
65	0.176762
66	0.178486
67	0.189041
68	0.206977
69	0.222519
70	0.250424
71	0.300114
72	0.372585
73	0.448265
74	0.488725
76	0.040461
77	0.042021
78	0.044883
1	0.480561
2	0.407884
3	0.338607
4	0.292979
5	0.225278
6	0.166621
7	0.121957
8	0.089485
9	0.061013
10	0.047313
11	0.034900
12	0.024534
13	0.030126
14	0.039038
15	0.050162
16	0.062113
17	0.073943
18	0.089165
19	0.105944
20	0.127364
21	0.155080
22	0.191156
23	0.226759
24	0.267297
25	0.312907
26	0.366873
27	0.415351
28	0.457509
29	0.477482
30	0.464183
31	0.398329
32	0.323856
33	0.203991
34	0.131837
35	0.083551
36	0.053598
37	0.033944
39	0.009568
40	0.414430
41	0.414108
42	0.484578
43	0.408475
44	0.435290
45	0.482925
46	0.398212
47	0.263068
48	0.184344
49	0.103119
50	0.054765
51	0.027549
52	0.013158
53	0.234519
54	0.299765
55	0.420587
56	0.484810
57	0.440212
58	0.325018
59	0.222638
60	0.158883
61	0.109288
62	0.075962
63	0.053462
64	0.038249
65	0.028125
66	0.020537
67	0.027103
68	0.037780
69	0.055006
70	0.080207
71	0.117668
72	0.175153
73	0.268124
74	0.355112
75	0.460442
76	0.474226
77	0.430009
78	0.363259
79	0.295560
80	0.236911
81	0.185741
82	0.143094
83	0.108296
84	0.070272
85	0.052548
86	0.038431
87	0.027998
1	0.040275
2	0.039569
3	0.040192
4	0.041774
5	0.042865
6	0.045288
7	0.049788
8	0.055967
9	0.062399
10	0.072611
11	0.088338
12	0.105767
13	0.133978
14	0.182465
15	0.260707
16	0.361451
17	0.458098
18	0.484993
19	0.410466
20	0.335943
21	0.206163
22	0.140900
23	0.091699
24	0.064980
25	0.052787
26	0.036009
28	0.466745
29	0.403032
30	0.327219
31	0.258026
32	0.202714
33	0.157775
34	0.117997
35	0.084562
36	0.059508
37	0.040515
38	0.030015
39	0.032201
40	0.032592
41	0.032073
42	0.032378
43	0.033145
44	0.034730
45	0.036542
46	0.039397
47	0.042715
48	0.048580
49	0.056714
50	0.064270
51	0.073879
52	0.089349
53	0.104445
54	0.130064
55	0.164332
56	0.200435
57	0.231400
58	0.257131
59	0.294740
60	0.350893
61	0.421993
62	0.465345
63	0.456840
64	0.383599
65	0.301311
66	0.217958
67	0.117787
68	0.076020
69	0.048247
71	0.007053
72	0.040261
73	0.039489
74	0.040055
75	0.042365
76	0.046707
77	0.053218
78	0.063978
79	0.081496
80	0.105212
81	0.145751
82	0.214540
83	0.308340
84	0.416001
85	0.487977
86	0.439068
87	0.325376
88	0.215480
89	0.132826
90	0.079359
91	0.051563
92	0.033849
93	0.020967
94	0.012362
95	0.006162
96	0.170962
97	0.169930
98	0.166950
99	0.166572
100	0.165702
101	0.163749
102	0.164959
103	0.168294
104	0.171715
105	0.182345
106	0.207304
107	0.256395
108	0.337431
109	0.435976
110	0.488104
111	0.389480
112	0.242155
113	0.131083
114	0.066389
115	0.035522
116	0.019879
117	0.011910
118	0.044268
119	0.043906
120	0.044284
121	0.044837
122	0.046866
123	0.050519
124	0.052884
125	0.055031
126	0.056588
127	0.061218
128	0.068620
129	0.075251
130	0.083111
131	0.093338
132	0.107312
133	0.121817
134	0.146337
135	0.189343
136	0.262807
137	0.367134
138	0.465631
139	0.481186
140	0.381609
141	0.293622
142	0.181592
143	0.082646
145	0.413179
146	0.484676
147	0.417286
148	0.283643
149	0.315956
150	0.413971
151	0.479206
152	0.458360
153	0.385915
154	0.295247
155	0.203868
156	0.220511
157	0.243875
158	0.267800
159	0.288372
160	0.311020
161	0.329150
162	0.352561
163	0.390160
164	0.441973
165	0.480140
166	0.441402
167	0.339455
168	0.264636
169	0.167161
170	0.101595
171	0.062054
172	0.037376
173	0.025891
174	0.017506
176	0.422581
177	0.335709
178	0.247964
179	0.178455
180	0.128624
181	0.090634
182	0.063703
183	0.045060
184	0.029836
185	0.018807
186	0.018743
187	0.021897
188	0.027134
189	0.032913
190	0.039240
191	0.049273
192	0.065092
193	0.085880
194	0.116832
195	0.157203
196	0.216702
197	0.290225
198	0.364949
199	0.439365
200	0.476092
201	0.469452
202	0.424375
203	0.381599
204	0.304447
205	0.192296
206	0.125009
207	0.091882
208	0.057834
209	0.037039
211	0.236123
212	0.298852
213	0.424113
214	0.482993
215	0.386042
216	0.253449
217	0.294426
218	0.405951
219	0.480449
220	0.393153
221	0.242565
222	0.134375
223	0.069116
224	0.046273
225	0.036481
226	0.027153
227	0.018974
228	0.013271
229	0.040806
230	0.041512
231	0.042103
232	0.043991
233	0.047882
234	0.054079
235	0.062197
236	0.072664
237	0.081904
238	0.090259
239	0.100638
240	0.111150
241	0.124943
242	0.138414
243	0.157152
244	0.180152
245	0.216765
246	0.271221
247	0.347933
248	0.437601
249	0.488725
250	0.450272
251	0.349913
252	0.249571
253	0.162523
254	0.093369
255	0.051592
256	0.026955
257	0.013134
258	0.399572
259	0.317860
260	0.236383
261	0.169484
262	0.119922
263	0.083159
264	0.055833
265	0.036718
266	0.023390
267	0.014345
268	0.421193
269	0.309708
270	0.296311
271	0.390635
272	0.467155
273	0.479519
274	0.427560
275	0.351677
276	0.283457
277	0.238318
278	0.300478
279	0.408252
281	0.006108
282	0.041281
283	0.031302
284	0.022930
285	0.016458
286	0.013175
287	0.333119
288	0.409857
289	0.469420
290	0.476449
291	0.399675
292	0.294908
293	0.203110
294	0.131260
295	0.080934
296	0.049487
297	0.030108
298	0.017017
299	0.009235
300	0.465422
301	0.430636
302	0.386578
303	0.331490
304	0.326578
305	0.433634
306	0.483842
307	0.399748
308	0.393654
309	0.478701
310	0.448560
311	0.327962
312	0.206461
313	0.122178
314	0.067866
315	0.037075
316	0.019753
317	0.011149
318	0.183320
319	0.203070
320	0.222960
321	0.243018
322	0.263073
323	0.282750
324	0.305476
325	0.328218
326	0.349324
327	0.366031
328	0.371242
329	0.364035
330	0.357043
331	0.369170
332	0.478550
333	0.424040
334	0.311435
335	0.206246
336	0.140157
338	0.288345
339	0.215630
340	0.155165
341	0.108089
342	0.074336
343	0.052138
344	0.036720
345	0.024404
346	0.015180
347	0.008918
348	0.040527
349	0.042097
350	0.045505
351	0.049937
352	0.054309
353	0.059608
354	0.065196
355	0.071151
356	0.077059
357	0.087818
358	0.103999
359	0.120939
360	0.137945
361	0.161869
362	0.189559
363	0.222590
364	0.263996
365	0.317273
366	0.370552
367	0.428509
368	0.478603
369	0.481783
370	0.421785
371	0.344858
373	0.040318
374	0.039568
